bar,time,direction,depth_q,admissible_nA,admitted,capped,slots,distinct_conds,distinct_vars,conds_per_slot,vars_per_slot,eH_conds,eH_vars,bar_pnl,loss_event,cond_set,sig_set,ADX_Value,ATR_1M,Volume,Micro_Hurst,Micro_FailedBreak,D2D_Trend_Dir,AT_Slope_ST,exp_conds_random,exp_vars_random
129935,2026.06.02 17:06,SHORT,3,3,3,0,9,7,7,0.7778,0.7778,6.614,6.614,36.0,0,DailyOpen_Side:==-1|Efficiency_Ratio:lo|Micro_VPIN:lo|OR_High_Side:==1|PrevDay_Close_Side:==-1|RangeOsc_State:==-1|Slope_EMA_LT:hi,232|233|286,33.044711,24.951093,294,0.546471,0.080157,-1,-6.7e-05,8.803955007256892,8.681536388140161
131327,2026.06.03 17:33,SHORT,6,6,6,0,18,10,10,0.5556,0.5556,7.832,7.832,55.2,0,Bars_Since_Flip:hi|D2D_ATR_MA:hi|Micro_OrderFlowDelta:hi|Micro_TickIntensity:hi|Momentum_Value:hi|PrevDay_Close_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi|TChan_A15:hi|Volume_Avg_10:hi,213|217|273|291|292|293,17.228347,20.271687,229,0.490626,0.690618,-1,-5.3e-05,17.045884868532983,16.47150210578053
131653,2026.06.03 22:59,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,70.0,0,AT_Score_LT:lo|D2D_Dynamic_Sensitivity:lo|Efficiency_Ratio:hi|Micro_CSSpread:hi|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:lo|Micro_Rejection:hi|RangeOsc_Val:lo|Volume_Avg_10:hi,201|224|227|262,25.293273,34.146737,313,0.458407,-0.821455,-1,-2.1e-05,11.61144858072867,11.371771386700862
131756,2026.06.04 01:57,LONG,6,6,6,0,18,13,13,0.7222,0.7222,11.555,11.555,-289.8,1,AT_Regime_ST:==1|Bar_Range:hi|Bars_Since_Flip:hi|Efficiency_Ratio:hi|Micro_Lambda:lo|Micro_RangeVelocity:lo|Micro_Rejection:lo|Micro_RollProxy:hi|MultiDay_Position:lo|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|RangeOsc_State:==2|VWAP_Sigma_ATR:lo,45|46|52|69|92|111,28.029993,22.66592,162,0.426044,0.127945,1,-1.1e-05,16.435780104648117,15.954503499974125
132628,2026.06.04 16:29,LONG,5,5,5,0,15,14,14,0.9333,0.9333,13.676,13.676,404.5,0,AT_Regime_ST:==1|AT_Score_LT:hi|D2D_Signal:==1|Micro_Entropy:lo|Micro_Hurst:hi|Micro_MomoTransfer:hi|Micro_RangeAccel:lo|Momentum_Value:hi|MultiDay_Slope:lo|PoC_Side:==1|PrevDay_High_Dist_ATR:lo|Session_High_Dist_ATR:lo|Upper_Wick:hi|Volume:hi,6|85|118|145|180,26.449137,72.456874,308,0.526955,0.448543,1,-9e-06,13.933964781772266,13.604790342516026
134034,2026.06.05 17:10,SHORT,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,84.5,0,AT_Regime_ST:==0|AT_Slope_ST:hi|Bar_Range:hi|DailyOpen_Side:==-1|KAMA_Dist:hi|Lower_Wick:lo|Micro_BarEntropy:lo|Micro_IBSP:hi|Micro_RangeVelocity:lo|Micro_RollProxy:hi|OBV_Velocity:hi|OBVf_Signal:==1|PrevDay_High_Dist_ATR:lo,204|211|234|269|274,23.241815,33.173847,320,0.478136,0.678245,-1,0.000106,14.358215859511613,13.967131712972364
134070,2026.06.05 17:46,LONG,5,5,5,0,15,9,9,0.6,0.6,7.161,7.161,59.5,0,ADX_Value:lo|Harmonic_OBVf_Concordance:==0|KAMA_Dist:lo|Micro_LogReturn:lo|Micro_PriceAccel:hi|Micro_WickImbalance:hi|OR_High_Side:==-1|PrevDay_High_Side:==-1|Volume:hi,72|74|75|76|96,15.787975,24.811828,257,0.235157,-0.12091,1,-1.7e-05,13.933964781772266,13.604790342516026
134200,2026.06.05 19:56,SHORT,4,4,4,0,12,7,7,0.5833,0.5833,6.0,6.0,36.4,0,AT_Lookback_ST:hi|AT_Slope_ST:lo|D2D_ATR_MA:hi|Micro_CSSpread:lo|Micro_TickIntensity:hi|Session_High_Dist_ATR:hi|Sqz_Val:hi,194|208|217|292,27.762809,20.177074,235,0.474114,0.024781,-1,-4.9e-05,11.61144858072867,11.371771386700862
134204,2026.06.05 20:00,LONG,7,7,7,0,21,12,12,0.5714,0.5714,10.325,10.325,-422.1,1,AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_Signal:==0|Micro_FractalDim:hi|Micro_PriceAccel:lo|Momentum_Value:hi|OBV_Velocity:hi|OR_Low_Side:==-1|Slope_Accel_LT:hi,38|39|40|51|58|134|148,27.615563,28.642339,259,0.29367,-0.106486,1,-4.1e-05,18.856446644718016,18.199528660922656
134355,2026.06.05 22:31,SHORT,4,4,4,0,12,8,8,0.6667,0.6667,7.56,7.56,46.4,0,AT_Lookback_ST:hi|AT_Slope_ST:lo|Micro_BarOverlap:lo|Micro_CSSpread:lo|Micro_TickIntensity:hi|OBV_Velocity:hi|Slope_EMA_ST:lo|Sqz_Val:hi,194|207|208|290,27.920229,24.272425,306,0.325265,-0.102998,-1,-8e-05,11.61144858072867,11.371771386700862
134373,2026.06.05 22:49,LONG,11,11,11,0,33,24,24,0.7273,0.7273,19.823,19.823,173.8,0,AT_Lookback_ST:hi|AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_Signal:==1|DailyOpen_Dist_ATR:lo|Micro_OrderFlowDelta:hi|Micro_PriceAccel:hi|Micro_RangeAccel:lo|Micro_VPIN:lo|Micro_WickImbalance:lo|Momentum_Value:hi|MultiDay_Position:lo|OBV_Velocity:hi|OBVf_Signal:==1|Session_High_Dist_ATR:lo|Slope_EMA_ST:lo|Sqz_State:==1|VWAP_Sigma:hi|Volume:hi|Volume_Avg_10:hi,4|30|32|34|38|39|56|58|108|133|145,21.101969,31.415696,306,0.172301,0.0,1,-5.6e-05,27.817084794051137,26.258658030358355
134374,2026.06.05 22:50,LONG,24,19,19,0,72,26,26,0.3611,0.3611,17.804,17.804,965.2,0,AT_Lookback_ST:hi|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_Signal:==0|Lower_Wick:hi|Micro_FailedBreak:hi|Micro_HLAsymmetry:hi|Micro_Hurst:hi|Micro_OrderFlowDelta:hi|Micro_RangeVelocity:hi|Micro_RollProxy:hi|Micro_WickImbalance:lo|Momentum_Value:hi|OBV_Macd:lo|PrevDay_High_Side:==-1|RangeOsc_State:==-2|Round_1000_Dist_ATR:lo|Slope_EMA_ST:lo|Sqz_State:==1|Sqz_Val:hi|Upper_Wick:hi|VWAP_Side:==-1,2|4|13|14|16|17|18|19|26|28|29|30|38|39|40|41|58|118|130|165|168|169|177|179,23.028798,47.369553,406,0.532075,0.485544,1,-5.4e-05,50.979605083615624,45.16536621748482
134376,2026.06.05 22:52,LONG,11,9,9,0,33,16,16,0.4848,0.4848,12.418,12.418,-618.3,1,AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bar_Range:hi|Bars_Since_Flip:hi|D2D_ATR:hi|D2D_Signal:==0|Lower_Wick:hi|Micro_Hurst:hi|Micro_TickIntensity:hi|Momentum_Value:hi|OBV_Macd:lo|PrevDay_High_Side:==-1|Round_1000_Dist_ATR:lo|Slope_EMA_ST:lo|VWAP_Side:==-1,13|17|18|29|38|40|48|58|118|168|169,26.899023,32.8365,335,0.498573,0.274085,1,-5.1e-05,27.817084794051137,26.258658030358355
134377,2026.06.05 22:53,LONG,18,10,10,0,54,20,20,0.3704,0.3704,14.021,14.021,-672.0,1,AT_Lookback_ST:hi|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_Signal:==0|Lower_Wick:hi|Micro_Hurst:hi|Micro_MicroGap:hi|Micro_RangeVelocity:hi|Micro_RollProxy:hi|Momentum_Value:hi|OBV_Macd:lo|PrevDay_High_Side:==-1|RangeOsc_State:==-1|Round_1000_Dist_ATR:lo|Slope_EMA_ST:lo|VWAP_Side:==-1,2|13|14|17|18|29|33|38|39|40|41|58|118|126|164|168|169|177,27.562215,32.107672,348,0.519851,-0.031145,1,-4.9e-05,41.238202492134135,37.559158007015945
134435,2026.06.08 01:06,LONG,9,9,9,0,27,17,17,0.6296,0.6296,14.301,14.301,145.8,0,ADX_Rising:==0|AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|D2D_ATR:hi|Micro_CSSpread:hi|Micro_RangeAccel:lo|Micro_Rejection:lo|Micro_RollProxy:lo|Micro_VolOfVol:hi|MultiDay_Position:lo|OBVf_Signal:==1|Session_High_Dist_ATR:lo|Slope_EMA_ST:lo|Upper_Wick:hi|VWAP_Sigma_ATR:lo,19|32|35|50|52|58|174|176|178,28.961038,32.045041,70,0.415345,0.0,1,-5.3e-05,23.473053431498993,22.401786415067697
134438,2026.06.08 01:09,LONG,10,10,10,0,30,18,18,0.6,0.6,14.617,14.617,105.0,0,ADX_Rising:==0|AT_Lookback_ST:hi|AT_Regime_LT:==1|AT_Regime_ST:==1|AT_Slope_ST:lo|Bars_Since_Flip:hi|D2D_ATR:hi|Lower_Wick:hi|Micro_Amihud:hi|Micro_RangeAccel:lo|Micro_VolOfVol:hi|MultiDay_Position:lo|OBVf_Signal:==1|RangeOsc_State:==-1|Session_High_Dist_ATR:lo|Slope_EMA_ST:lo|Sqz_State:==1|VWAP_Sigma_ATR:lo,4|18|20|32|35|52|58|164|176|178,27.566513,22.486758,79,0.407336,0.0,1,-5.2e-05,25.67729340170544,24.370762681353153
134443,2026.06.08 01:14,LONG,16,16,16,0,48,22,22,0.4583,0.4583,15.856,15.856,331.2,0,AT_Lookback_ST:hi|AT_Regime_ST:==1|AT_Slope_LT:lo|AT_Slope_ST:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_ATR:hi|D2D_ATR_MA:hi|D2D_Signal:==0|Micro_FailedBreak:hi|Micro_MicroGap:hi|Micro_RangeVelocity:hi|Micro_RollProxy:hi|Micro_VolOfVol:hi|Momentum_Value:hi|MultiDay_Position:lo|OBV_Macd:lo|OBVf_Signal:==1|RangeOsc_State:==-1|Slope_EMA_ST:lo|VWAP_Sigma_ATR:lo|Volume_Ratio_10:hi,2|14|16|33|35|38|39|40|41|52|58|60|126|132|176|177,25.411606,39.476012,149,0.395262,1.380585,1,-5e-05,37.65615051759335,34.63546870910648
134449,2026.06.08 01:20,LONG,6,6,6,0,18,16,16,0.8889,0.8889,15.43,15.43,-918.0,1,AT_Regime_ST:==1|AT_Score_LT:lo|Bars_Since_Flip:hi|Body_Size:hi|D2D_Dynamic_Sensitivity:lo|Efficiency_Ratio:hi|Micro_MicroGap:lo|Micro_RangeVelocity:lo|Micro_VolOfVol:hi|MultiDay_Position:lo|OBV_Macd:lo|RangeOsc_State:==2|Slope_Accel_LT:hi|Slope_EMA_ST:lo|VWAP_Sigma_ATR:lo|Volume_Ratio_10:hi,10|52|63|69|132|176,33.902786,41.87564,163,0.384663,0.0,1,-4.4e-05,16.435780104648117,15.954503499974125
135350,2026.06.08 16:21,LONG,6,6,6,0,18,12,12,0.6667,0.6667,10.499,10.499,142.2,0,AT_Regime_ST:==1|Micro_Hurst:hi|Micro_LogReturn:hi|Micro_RangeVelocity:lo|Micro_RollProxy:hi|Micro_VolOfVol:hi|Momentum_Value:hi|OR_High_Side:==-1|PrevDay_High_Side:==1|Round_100_Dist_ATR:lo|Slope_Accel_LT:lo|Slope_EMA_ST:lo,118|155|156|157|160|176,31.124337,24.790163,143,0.504357,0.379183,1,-3.9e-05,16.435780104648117,15.954503499974125
135354,2026.06.08 16:25,LONG,3,3,3,0,9,7,7,0.7778,0.7778,6.614,6.614,58.2,0,Micro_AutoCorr:hi|Micro_FractalDim:lo|Micro_Hurst:hi|Slope_Accel_LT:lo|TChan_A15:hi|Upper_Wick:hi|Volume_Ratio_10:hi,154|188|189,26.754098,21.16359,162,0.570338,-0.401633,1,-3.8e-05,8.665108670454496,8.56108508618842
135382,2026.06.08 16:53,SHORT,4,4,4,0,12,11,11,0.9167,0.9167,10.691,10.691,63.2,0,AT_Lookback_ST:hi|KAMA_Dist:hi|Micro_BarOverlap:lo|Micro_IBSP:hi|Micro_OrderFlowDelta:hi|Micro_PriceAccel:lo|Micro_TickIntensity:hi|OBVf_Signal:==1|OR_High_Side:==1|RangeOsc_State:==2|Sqz_Val:hi,194|234|242|243,16.108066,31.253812,353,0.505341,0.479941,-1,5e-06,11.61144858072867,11.371771386700862
135599,2026.06.08 20:30,LONG,6,6,6,0,18,12,12,0.6667,0.6667,10.198,10.198,82.8,0,AT_Lookback_ST:hi|AT_Slope_LT:lo|AT_Slope_ST:lo|D2D_Signal:==0|Lower_Wick:hi|Micro_FractalDim:lo|Micro_RollProxy:hi|Momentum_Value:hi|MultiDay_Slope:lo|OBV_Macd:lo|TChan_A15:hi|Volume_Ratio_10:hi,2|14|40|41|129|189,23.889385,27.988572,280,0.345467,0.267967,1,-4.7e-05,16.435780104648117,15.954503499974125
135603,2026.06.08 20:34,LONG,9,8,8,0,27,14,14,0.5185,0.5185,9.88,9.88,267.2,0,ADX_Rising:==0|AT_Slope_LT:lo|Harmonic_OBVf_Concordance:==0|KAMA_Dist:lo|Lower_Wick:hi|Micro_FailedBreak:hi|Micro_RangeAccel:lo|Micro_WickImbalance:hi|MultiDay_Slope:lo|OBV_Macd:lo|OR_High_Side:==-1|PrevDay_High_Side:==-1|VWAP_Dist_ATR:lo|Volume:hi,15|71|72|73|74|75|76|79|129,20.101692,32.802724,276,0.552649,0.51825,1,4.8e-05,23.473053431498993,22.401786415067697
135605,2026.06.08 20:36,LONG,13,5,5,0,39,22,22,0.5641,0.5641,17.214,17.214,79.0,0,AT_Regime_ST:==1|AT_Slope_LT:lo|Bar_Range:hi|DailyOpen_Dist_ATR:lo|Harmonic_OBVf_Concordance:==0|KAMA_Dist:lo|Lower_Wick:hi|Micro_FailedBreak:hi|Micro_LogReturn:hi|Micro_RangeAccel:lo|Micro_RangeVelocity:lo|Micro_TickIntensity:hi|Micro_WickImbalance:hi|MultiDay_Slope:lo|OBV_Macd:lo|OR_High_Side:==-1|PrevDay_High_Side:==-1|ST_Flip_Event:==-1|Sqz_State:==-1|VWAP_Dist_ATR:lo|Volume:hi|Volume_Ratio_10:hi,15|48|72|73|74|75|76|78|79|110|129|132|190,19.919283,31.334495,329,0.430508,0.445196,1,-5e-06,31.916270451489858,29.809780066432648
135804,2026.06.09 01:10,SHORT,4,4,4,0,12,11,11,0.9167,0.9167,10.691,10.691,58.0,0,D2D_Dynamic_Sensitivity:lo|EMA_Oscillator:lo|Lower_Wick:lo|Micro_MicroGap:lo|Micro_MomoTransfer:hi|Micro_OrderFlowDelta:lo|Micro_WickImbalance:lo|Upper_Wick:hi|VAH_Side:==-1|VAL_Side:==0|VWAP_Sigma:lo,220|226|261|264,38.030772,29.181766,107,0.365861,-0.873833,-1,-0.000123,11.61144858072867,11.371771386700862
136761,2026.06.09 17:07,LONG,3,3,3,0,9,8,8,0.8889,0.8889,7.715,7.715,70.2,0,AT_Slope_ST:lo|Micro_HLAsymmetry:hi|Micro_Hurst:hi|Micro_LogReturn:hi|Micro_TickIntensity:hi|Micro_VPIN:lo|PrevDay_High_Side:==-1|Slope_EMA_ST:lo,28|94|168,22.853777,24.531306,337,0.52376,0.081528,1,-0.000124,8.665108670454496,8.56108508618842
136856,2026.06.09 18:42,SHORT,5,5,5,0,15,9,9,0.6,0.6,7.585,7.585,119.0,0,AT_Slope_ST:lo|D2D_ATR_MA:hi|Micro_CSSpread:lo|Micro_OrderFlowDelta:hi|Momentum_Value:hi|Session_High_Dist_ATR:hi|Slope_Accel_LT:lo|Sqz_Val:hi|TChan_A15:hi,208|217|273|284|291,39.547065,44.749601,373,0.536995,0.156426,-1,-0.000206,14.358215859511613,13.967131712972364
136858,2026.06.09 18:44,SHORT,6,6,6,0,18,12,12,0.6667,0.6667,10.198,10.198,107.4,0,AT_Slope_ST:lo|D2D_ATR_MA:hi|Micro_CSSpread:lo|Micro_OrderFlowDelta:hi|Micro_RollProxy:lo|Momentum_Value:hi|Session_High_Dist_ATR:hi|Slope_Accel_LT:lo|Sqz_Val:hi|TChan_A15:hi|Volume:hi|Volume_Ratio_10:lo,208|217|273|284|291|296,36.453901,34.886892,335,0.478325,0.444293,-1,-0.000141,17.045884868532983,16.47150210578053
136863,2026.06.09 18:49,SHORT,5,5,5,0,15,8,8,0.5333,0.5333,6.648,6.648,61.5,0,AT_Lookback_ST:hi|AT_Slope_ST:lo|D2D_ATR_MA:hi|Micro_CSSpread:lo|Micro_TickIntensity:hi|Session_High_Dist_ATR:hi|Slope_Accel_LT:lo|Sqz_Val:hi,194|208|217|284|292,29.345327,25.455036,325,0.357599,-0.255352,-1,-0.000129,14.358215859511613,13.967131712972364
136866,2026.06.09 18:52,SHORT,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,103.2,0,AT_Regime_ST:==0|AT_Slope_ST:hi|Bar_Range:hi|Lower_Wick:lo|Micro_CSSpread:lo|Micro_MicroGap:lo|Micro_RangeVelocity:lo|Slope_Accel_LT:lo|Sqz_Val:hi|Upper_Wick:hi,205|211|269|284,26.022805,48.004693,404,0.354106,-0.520782,-1,5.9e-05,11.61144858072867,11.371771386700862
136903,2026.06.09 19:29,SHORT,4,4,4,0,12,9,9,0.75,0.75,8.485,8.485,48.4,0,AT_Slope_ST:hi|D2D_ATR_MA:hi|Micro_MicroGap:lo|Micro_TickIntensity:hi|OR_High_Dist_ATR:hi|Session_High_Dist_ATR:hi|Sqz_State:==-1|Sqz_Val:hi|Upper_Wick:hi,205|206|217|292,17.273165,25.18096,348,0.519071,0.0,-1,5.9e-05,11.61144858072867,11.371771386700862
136907,2026.06.09 19:33,SHORT,5,5,5,0,15,11,11,0.7333,0.7333,10.364,10.364,1056.0,0,AT_Regime_ST:==0|Bar_Range:hi|Dist_To_PoC_ATR:lo|Lower_Wick:lo|Micro_LogReturn:lo|Micro_RangeVelocity:lo|RangeOsc_Val:lo|Slope_Accel_LT:hi|Slope_Accel_ST:hi|Slope_EMA_ST:hi|VA_Position:hi,211|269|280|281|288,17.168149,51.011168,397,0.501574,0.0,-1,0.000147,14.358215859511613,13.967131712972364
136908,2026.06.09 19:34,SHORT,6,5,5,0,18,14,14,0.7778,0.7778,12.849,12.849,1339.5,0,AT_Slope_ST:hi|D2D_ATR_MA:hi|DailyOpen_Side:==-1|Micro_BarEntropy:lo|Micro_TickIntensity:hi|Momentum_Value:hi|OR_High_Dist_ATR:hi|Session_High_Dist_ATR:hi|Slope_Accel_ST:hi|Slope_EMA_ST:hi|Sqz_State:==-1|Sqz_Val:hi|TChan_A15:hi|VA_Position:hi,204|206|217|273|288|292,17.758504,34.732687,376,0.502696,-0.014396,-1,0.000155,17.045884868532983,16.47150210578053
136913,2026.06.09 19:39,SHORT,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,168.0,0,AT_Score_LT:lo|Micro_BarEntropy:hi|Micro_CSSpread:hi|Micro_Lambda:hi|PoC_Side:==0|Round_100_Dist_ATR:lo|TChan_A15:hi|VAH_Side:==0|Volume_Avg_10:hi|WeeklyOpen_Dist_ATR:lo,199|201|238|239,23.796571,155.526319,535,0.443401,-0.141455,-1,-0.0001,11.61144858072867,11.371771386700862
136936,2026.06.09 20:02,SHORT,6,6,6,0,18,14,14,0.7778,0.7778,12.849,12.849,181.8,0,AT_Score_LT:lo|D2D_ATR_MA:hi|Dist_To_PoC_ATR:lo|Micro_Lambda:hi|Micro_OrderFlowDelta:hi|Momentum_Value:hi|RangeOsc_Val:lo|Session_High_Dist_ATR:hi|Slope_Accel_LT:hi|Slope_Accel_ST:hi|Slope_EMA_ST:hi|Sqz_Val:hi|TChan_A15:hi|VA_Position:hi,199|217|273|280|288|291,15.33883,55.466515,413,0.300671,0.135217,-1,0.000103,17.045884868532983,16.47150210578053
136937,2026.06.09 20:03,LONG,6,6,6,0,18,11,11,0.6111,0.6111,9.442,9.442,1423.8,0,AT_Score_LT:lo|Bar_Range:hi|Body_Size:hi|D2D_Signal:==1|Micro_TickIntensity:hi|OBV_Macd:lo|PoC_Side:==1|PrevDay_Low_Side:==-1|Slope_Accel_LT:hi|Upper_Wick:hi|VWAP_Sigma:hi,10|12|48|149|150|180,16.524302,44.497925,438,0.275193,0.22473,1,0.00014,16.435780104648117,15.954503499974125
136947,2026.06.09 20:13,LONG,10,5,5,0,30,18,18,0.6,0.6,15.438,15.438,76.0,0,AT_Score_LT:lo|Bar_Range:hi|Body_Size:hi|D2D_ATR:hi|DailyOpen_Side:==-1|Lower_Wick:lo|Micro_FractalDim:hi|Micro_OrderFlowDelta:hi|Micro_Rejection:lo|Micro_TickIntensity:hi|OBV_Macd:lo|OBV_Velocity:hi|OR_Low_Side:==-1|PrevDay_High_Dist_ATR:hi|PrevDay_Low_Side:==-1|Slope_Accel_LT:hi|VWAP_Sigma:hi|Volume_Avg_10:hi,10|12|48|59|103|104|134|149|150|185,15.127654,30.312415,356,0.304144,-0.082474,1,5.4e-05,25.67729340170544,24.370762681353153
136978,2026.06.09 20:44,LONG,4,4,4,0,12,9,9,0.75,0.75,8.123,8.123,86.4,0,Bars_Since_Flip:hi|Micro_CSSpread:hi|Micro_PriceAccel:lo|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==1|RangeOsc_Val:hi|Upper_Wick:hi,50|51|53|141,53.161854,40.9965,324,0.45375,-0.341493,1,0.000227,11.345701020588308,11.143020262773083
136980,2026.06.09 20:46,LONG,5,3,3,0,15,11,11,0.7333,0.7333,10.009,10.009,112.5,0,Bars_Since_Flip:hi|Micro_AutoCorr:hi|Micro_CSSpread:hi|Micro_FractalDim:lo|Micro_VPIN:lo|OR_Low_Side:==-1|PrevDay_Low_Dist_ATR:lo|Slope_Accel_LT:hi|TChan_A15:hi|Upper_Wick:hi|Volume_Ratio_10:hi,50|53|55|188|189,50.777438,36.286056,391,0.537904,-0.522239,1,0.000178,13.933964781772266,13.604790342516026
137015,2026.06.09 21:21,LONG,5,5,5,0,15,13,13,0.8667,0.8667,12.469,12.469,110.0,0,ADX_Value:lo|AT_Lookback_ST:hi|Bars_Since_Flip:hi|Micro_Entropy:lo|Micro_HLAsymmetry:lo|Micro_VPIN:lo|OR_Low_Side:==-1|OR_Position:lo|PrevDay_Low_Dist_ATR:lo|PrevDay_Low_Side:==1|RangeOsc_Val:hi|Slope_Accel_LT:hi|Slope_EMA_ST:hi,3|53|55|84|141,16.602987,41.749172,349,0.436706,0.071858,1,7e-05,13.933964781772266,13.604790342516026
137104,2026.06.09 22:50,LONG,7,7,7,0,21,14,14,0.6667,0.6667,12.079,12.079,588.0,0,D2D_Signal:==1|Micro_HLAsymmetry:hi|Micro_PriceAccel:hi|Micro_VolOfVol:hi|Micro_WickImbalance:lo|OBVf_Signal:==-1|PoC_Side:==1|Session_High_Dist_ATR:lo|Slope_Accel_LT:lo|Upper_Wick:hi|VWAP_Dist_ATR:lo|VWAP_Side:==1|VWAP_Sigma:hi|Volume:hi,108|145|153|159|161|180|181,30.381945,80.013403,496,0.401054,1.131685,1,-2.3e-05,18.856446644718016,18.199528660922656
138154,2026.06.10 17:35,SHORT,4,4,4,0,12,10,10,0.8333,0.8333,9.524,9.524,67.2,0,ADX_Value:lo|ATR_1M:hi|DailyOpen_Side:==-1|EMA_Oscillator:lo|Efficiency_Ratio:lo|Micro_CSSpread:hi|Micro_Hurst:hi|OR_High_Side:==1|PrevDay_Close_Side:==-1|RangeOsc_State:==2,191|230|232|233,15.784556,33.043581,356,0.504877,-0.226973,-1,-7.4e-05,11.61144858072867,11.371771386700862
